Merchant_ID,Fraudster
77525,0
7921,0
636,0
20614,0
306035,0
205917,0
13116,0
348898,0
199945,0
210781,0
138938,0
322427,0
251843,0
111880,0
12487,0
330185,0
178509,0
148776,0
356880,0
195333,0
384812,0
93845,1
225669,0
196633,0
240172,1
366219,0
325320,0
233268,0
112598,0
340818,0
342473,0
231824,0
38627,0
226695,0
192741,0
209117,0
1265,0
180168,0
157473,0
23481,1
159183,1
172292,1
246724,0
349370,0
134439,0
324652,1
316862,0
195374,0
19809,0
322166,0
321418,0
58618,0
3843,0
236760,0
13730,0
261042,0
267291,0
135196,0
15909,0
72456,0
106981,0
377818,0
168164,0
310922,1
342438,0
395782,0
144678,0
49319,0
29712,0
249083,0
161736,0
56535,0
151834,0
31218,1
358484,0
191147,0
394926,0
338592,0
121497,0
126569,0
82909,0
74264,0
184394,0
231601,0
87333,0
223459,0
242309,0
198061,0
351999,0
265898,0
176282,0
353737,1
274792,0
276583,0
349257,0
51467,0
362289,0
155722,0
98194,0
204025,0
157045,0
40284,0
102128,0
351344,0
357718,1
35201,0
280228,0
298615,0
16882,0
205634,1
26457,0
340100,0
358534,0
130001,0
241007,0
224177,0
35086,0
51365,1
112927,0
245271,0
394042,0
234829,0
127773,0
382402,0
281522,0
229809,0
104026,0
383450,0
55171,0
27558,0
334733,0
180696,0
314843,0
339676,0
386183,0
245246,0
33565,0
80875,0
212568,0
313592,0
21616,0
277929,0
74643,0
84287,0
104974,0
325950,0
238323,0
320663,0
6969,0
386764,0
7986,0
227862,0
173703,0
314036,0
61240,0
165007,0
286948,0
87839,0
164086,0
153547,0
342924,0
399040,0
285186,0
14994,0
33918,0
233134,0
345269,0
219091,0
145936,0
122800,0
57103,0
393937,0
186755,0
49808,0
267464,0
141995,0
279334,0
228361,0
155554,0
243302,0
224204,0
244700,0
195368,0
115991,0
348729,0
269039,0
154059,0
369693,0
256244,1
34183,0
210603,0
396935,0
174330,0
12146,0
357013,1
323616,0
190672,1
38932,0
288638,0
119245,0
89281,0
243930,0
35959,0
334380,0
105419,0
354209,0
306921,0
329093,0
102464,1
64219,0
350153,0
198634,0
128490,0
190812,0
397085,0
283137,0
55371,0
321653,0
84755,0
49920,0
217488,0
360355,0
104345,0
12338,0
199500,1
113931,0
76738,0
306708,0
16219,0
338318,0
88004,1
347033,0
136827,0
375581,0
334382,0
215574,0
100811,0
21051,0
16113,0
263317,0
18669,0
44734,0
161938,0
365413,0
299833,0
123968,0
89031,0
172344,0
90882,0
113988,0
244794,0
82796,0
39353,0
317107,0
192751,1
139449,0
293157,0
28841,0
232066,0
140404,0
174359,0
313100,0
164223,0
184956,0
203073,0
140866,0
352182,0
53272,1
361089,0
268639,0
243154,0
337070,0
278734,0
294207,0
210938,0
61943,0
234246,0
173082,1
110526,0
205090,0
52273,0
51260,0
289006,0
117138,0
333211,0
229987,0
63697,1
209047,0
324441,0
22380,0
20076,0
290603,0
189638,0
349971,0
225518,0
86439,0
301675,0
385791,0
59878,0
242867,1
163964,0
111326,0
115629,0
49754,0
172604,1
2441,0
285952,0
137819,0
41377,0
303059,0
335716,0
378723,0
208572,0
399730,0
157742,0
27943,0
159066,0
129409,0
226727,0
366335,0
397734,0
154420,0
29525,1
181043,0
10958,0
202605,0
154542,0
334425,0
189787,0
324631,0
399436,1
284094,0
164112,0
97046,0
247946,0
220861,0
162053,0
349626,0
229473,0
14934,0
281627,0
194212,0
91574,0
266460,0
31655,1
313456,0
393779,0
146924,0
80339,0
327409,0
138074,0
158354,1
374347,1
365691,0
34650,0
56145,0
376110,0
336484,0
198767,0
254133,0
7045,0
959,0
49644,0
187505,0
54830,0
229847,0
144243,1
360206,0
366786,0
102500,0
344764,1
93178,0
108099,0
170805,0
370108,1
187470,0
249908,0
261885,0
325728,0
154156,0
68908,0
146766,0
350728,1
81074,0
203550,0
35360,0
268098,0
70780,0
120377,0
124507,0
168846,0
209461,0
31194,0
145487,0
269915,0
345856,0
171580,0
232075,0
332566,0
345145,1
192096,0
23524,0
164941,0
28131,0
1376,0
367154,0
289756,0
320070,0
52753,0
256611,0
380351,0
147578,0
120195,0
57033,0
297551,0
210676,0
376689,0
331313,0
120261,0
63167,0
161710,0
362043,0
158610,0
97709,0
377307,0
51920,0
218085,0
288501,0
173712,0
50448,0
363191,0
297673,0
132033,0
393113,0
267531,0
101146,0
78949,0
96323,0
193421,1
295606,0
337022,0
282225,0
362869,0
346424,0
386395,0
249970,1
369220,0
68958,0
900,0
38702,0
220833,0
6353,0
310333,0
60664,0
4603,0
383468,0
304536,0
287168,1
105499,0
58022,0
34953,0
100076,0
141778,0
322876,0
391626,0
202640,0
322046,0
350506,0
334026,0
16062,0
303819,0
141593,0
105673,0
246941,1
4203,0
90998,0
162981,1
301359,0
194138,0
110614,0
27355,1
211483,0
385918,0
72721,0
230581,0
311532,0
121166,0
38278,0
329221,0
39276,0
194066,0
280899,0
369472,0
294944,0
382130,1
145803,0
205419,0
309819,0
304206,0
239842,0
28565,0
264506,0
379104,0
190745,0
196970,0
279401,0
381095,0
115942,0
323783,0
215321,0
227073,0
75149,0
363641,0
158185,0
68999,0
46476,0
89073,0
368987,0
115171,0
66424,0
69898,0
127585,0
326588,0
146472,0
140807,0
258855,0
152693,0
63382,0
184266,0
76968,0
310615,0
210029,0
368310,0
62542,0
200806,1
61920,1
144102,0
102505,0
42010,0
303298,1
298334,0
174809,0
223080,0
138496,0
56296,0
50748,0
175782,0
285963,0
313106,0
24272,0
178252,0
246845,0
192836,0
69617,0
186726,0
336192,0
87240,0
173036,0
111597,0
137119,0
283483,0
160668,0
291821,0
282941,0
399693,1
347139,0
349418,0
351024,0
202102,0
295384,0
97134,0
139789,0
362,1
53118,0
304709,1
40046,1
271014,0
83037,0
294013,0
331039,0
213335,0
188823,0
294856,0
304109,0
149141,0
48724,0
230439,0
56218,0
170702,0
106944,0
79546,1
287586,1
369872,0
191259,0
178262,0
198705,0
54371,1
108213,0
380950,0
381194,0
348814,0
398812,0
377774,0
340682,0
56346,0
160454,0
179427,0
353760,0
452,0
231646,0
328065,0
288130,0
151218,0
27234,0
94310,0
25368,0
149309,0
99199,0
109492,0
41754,0
141352,0
259248,0
153426,0
1526,0
348403,1
155416,1
387499,0
350913,0
270227,0
212544,0
154096,0
34579,0
43238,0
78071,0
296875,0
231273,0
41098,0
66753,1
171970,0
144300,0
155792,0
136995,0
358114,0
47941,0
100788,0
214223,0
299077,0
145939,0
7489,0
156884,0
245104,0
211805,1
248754,0
323537,0
302616,0
143612,0
294246,0
138633,0
5894,0
41482,0
83454,0
326362,0
283777,0
263439,0
161295,0
62037,0
150691,0
162425,0
267100,0
194447,0
197895,0
134832,0
171025,0
292325,0
156230,0
374633,0
239852,0
71908,0
89146,0
313226,0
304065,0
397024,0
388641,0
158277,0
263424,0
166328,0
330280,0
86577,0
182643,0
289700,0
383486,0
15208,1
323641,0
122325,0
342695,0
61278,0
394386,0
203384,0
48827,1
72893,0
209042,0
206133,0
257987,0
390166,0
378178,0
98441,0
179497,0
43617,0
295306,0
218317,0
117553,0
123472,0
74626,0
118775,0
36456,0
153501,1
168423,1
313453,1
84794,0
97897,0
123430,1
245862,1
187909,0
25259,0
142391,0
86638,0
230708,0
222060,0
304241,0
56637,0
9286,0
143465,0
279770,0
9505,1
381999,0
282835,0
279277,0
76523,0
56644,1
245197,0
119137,0
110265,0
368668,1
62434,0
122270,0
189131,0
4149,0
163339,0
203317,0
72905,0
79841,0
141607,0
248371,0
213811,0
319496,0
181984,0
14074,0
379346,0
51694,0
39579,0
109182,1
198088,0
181391,0
182394,0
226474,0
245328,0
160701,0
114319,0
186838,0
4043,0
164149,0
221734,0
73093,0
64784,1
305686,0
346137,0
203792,0
12456,1
101788,0
82512,0
137841,0
273419,0
255275,0
285907,0
123881,0
300647,0
39279,0
370237,0
221897,0
198225,0
98067,1
167336,0
333663,0
71052,0
51166,0
149017,0
381325,0
16537,0
305958,0
99665,0
205383,0
274391,0
233509,0
75106,1
236468,0
268743,0
262857,0
373198,0
247407,0
220493,0
146110,0
333573,0
287402,0
126032,0
157329,0
102031,0
232323,0
8441,0
13667,0
319056,0
133513,0
318566,0
220628,0
321801,0
291557,0
110611,0
306090,0
324570,0
352914,0
222424,0
228828,0
68736,0
397732,1
318487,0
374563,0
301039,0
40732,0
281413,0
375180,0
10327,0
311586,0
201635,0
48938,0
50773,0
20310,0
56269,0
43907,0
343683,0
121838,0
165936,0
343791,0
104028,0
56696,0
202339,0
307838,0
391845,0
224056,0
382941,0
184391,0
313909,1
316815,0
395704,0
215012,0
375228,0
339898,0
257129,0
140513,0
237037,0
339293,0
369321,0
41009,0
31347,0
343906,0
123910,0
230175,0
166974,0
317414,0
147567,0
322230,0
16251,0
1281,0
32850,0
327161,0
302458,0
289499,0
280394,0
174647,0
76885,0
19115,0
211946,0
302379,0
238471,0
225961,0
288782,0
181941,0
305824,0
173800,1
77985,0
306264,1
165035,0
112612,0
310696,0
123424,1
57251,0
213123,0
237778,0
167579,0
371994,0
310695,0
247701,0
394749,1
107809,0
44053,0
369492,0
45159,0
141547,0
339933,1
338721,1
262442,0
242693,0
125761,0
100701,0
88640,0
23749,0
273062,0
22471,0
166835,0
58410,0
10753,0
293262,0
153207,0
111695,0
34840,0
267261,1
161222,0
388936,0
49679,1
347589,0
130198,0
387625,0
100681,0
12621,0
5262,0
296303,0
43395,0
95291,0
184363,0
116087,0
143202,0
129733,0
173253,0
126970,0
168385,0
324142,0
333620,1
2,0
136282,0
141186,0
243042,0
237179,0
156882,0
1766,0
87162,0
227759,0
261091,0
368918,0
366686,0
79747,0
6040,0
169349,1
309848,0
340034,0
396932,0
213751,0
65978,0
150513,0
112138,1
268271,0
54654,0
364869,0
112145,0
173280,0
186706,0
229191,0
185190,0
214317,0
68488,0
223145,0
295817,0
125869,0
224127,0
232841,0
348834,0
128198,0
290115,0
60479,0
114357,0
297110,0
104691,0
393955,0
224594,1
113001,0
79522,0
165684,0
52861,0
207054,0
390051,0
297267,0
50393,0
174215,0
221560,0
109233,0
187829,0
344,0
192993,0
260578,0
253659,1
135822,0
223505,0
308036,0
152519,0
333450,0
145933,1
283651,0
122358,0
341725,0
333342,0
329770,0
34757,0
283693,0
90153,0
199603,0
305154,0
309592,0
305076,0
294835,0
55033,0
8256,0
363391,0
360170,0
108607,0
57523,0
255882,0
160406,0
126505,0
104757,0
375516,0
370470,0
55498,0
35524,0
198048,0
274297,1
327726,0
31542,0
80684,0
274386,0
41632,1
140071,0
40469,0
98897,0
184581,0
244273,0
73719,1
111144,0
286051,1
81732,0
247459,0
95343,0
274095,0
335726,0
317539,0
92563,0
169803,0
184351,0
266243,0
74375,0
299451,0
14375,0
152973,0
131703,0
261147,0
95941,0
296555,0
104432,0
93323,0
211089,0
162183,0
8761,0
196836,0
145895,0
152726,0
278600,0
69515,0
78623,0
390258,0
147670,0
89142,0
326443,0
251405,0
14087,0
232378,0
284305,0
224091,0
390134,0
257403,0
310446,0
321779,0
193835,0
269096,0
123721,0
24666,0
260388,0
66414,0
176747,0
159417,0
370276,1
225149,0
108407,0
349014,0
300492,1
318820,0
358612,1
127987,1
118234,1
58774,0
216569,0
56200,1
164896,0
60415,0
114000,0
68546,0
98531,0
328825,0
132391,0
386810,0
141184,0
85242,0
88161,0
190939,0
181949,0
40122,0
204462,0
256272,0
359982,0
73002,0
106071,0
397543,1
139242,0
368222,0
177289,0
308198,0
267106,0
358316,0
4254,0
35567,0
54678,0
393940,0
389720,0
88453,0
92569,0
885,0
355399,0
27741,0
31578,0
36022,0
157980,0
300803,0
325505,0
232216,0
102575,0
59928,0
197856,0
40590,0
70407,0
250057,0
368549,0
382763,0
17841,0
183888,0
198473,0
100997,0
393572,0
1958,0
219245,0
251336,0
349680,0
31125,0
84171,0
391922,1
12137,0
367675,1
98647,0
67329,0
217209,0
165465,0
167267,0
104561,0
384144,0
55439,0
131774,1
73879,0
195779,1
288167,0
312121,0
319807,0
315940,0
125550,1
160398,0
302811,0
110001,0
230357,0
285813,0
123946,0
134259,0
167518,0
292104,0
172476,0
62763,0
380193,0
388397,0
235196,0
128964,0
193075,0
328070,0
290846,0
199482,0
206674,0
373754,0
334324,0
33817,0
25374,0
167031,0
397250,1
302996,0
292299,0
24013,0
37254,0
399344,0
383141,0
313895,0
226718,0
58660,0
327730,0
152763,0
214358,0
261943,0
365833,0
215158,0
254119,0
317158,0
9816,0
138725,0
236649,0
187448,0
243543,0
243680,0
213323,1
209226,1
110418,0
250515,0
356746,0
380788,0
390557,0
331870,0
213154,0
313569,0
126005,0
180529,0
18057,0
836,0
306495,1
110546,0
118876,0
181272,0
61574,0
329315,0
364903,0
30440,0
396356,0
314180,0
77109,1
176411,0
381264,1
231590,0
52948,0
65661,0
290905,0
173057,0
322994,0
295289,0
300365,0
184967,0
51105,0
168693,0
321753,0
281366,0
25507,0
113782,0
294021,0
180991,0
180873,0
38064,0
85474,0
267335,1
302512,0
118302,0
329980,0
249169,0
199485,0
86785,0
278761,0
195611,0
183307,0
73660,0
97804,0
219607,0
292048,0
362014,0
149780,0
256640,0
229428,0
328112,0
177646,0
168694,1
42421,0
254338,0
24312,0
180320,0
326593,0
17256,0
393726,0
178786,0
366560,0
248701,0
201556,0
266431,0
91010,1
153772,0
44490,0
51713,0
129835,0
346996,0
30577,0
54355,0
252373,0
236711,0
282250,0
125952,0
20371,0
186425,1
135619,1
174591,0
200923,0
216986,0
181521,0
61917,0
312684,0
85712,0
381419,0
81312,0
116452,0
265968,0
279185,0
316619,0
370391,0
37487,0
382299,0
222570,0
28935,0
364668,0
93408,0
276407,0
280073,0
273517,0
250274,0
349504,0
161183,1
271766,0
318197,0
325873,0
223979,0
371751,0
2289,0
19746,0
300596,1
368613,0
142814,0
174172,0
272626,0
201500,0
319102,1
233674,1
392727,0
374043,0
35810,1
187077,0
125103,0
332716,0
243706,0
270258,0
371074,1
397175,0
133459,1
351221,0
280125,0
133307,0
265656,0
60385,0
389312,0
267930,0
321691,0
123392,0
342641,0
257631,0
392382,0
121431,1
326610,0
241581,0
236402,0
223757,0
103651,1
330023,0
309046,0
253211,0
216236,0
10568,0
299434,0
368642,0
79584,0
89537,0
267207,0
335124,0
146793,0
262695,0
389519,0
117205,0
378860,0
251262,0
263671,1
201983,0
158199,0
328011,0
63856,0
57784,0
367501,0
143842,0
143780,1
156668,0
222784,0
162139,0
151649,0
67324,1
60032,0
264560,0
74998,0
22531,0
383692,0
39357,1
358773,0
127106,0
215977,0
265794,0
297284,0
222548,0
185590,0
342317,0
370959,0
272714,0
272765,1
52902,0
33228,0
370985,0
382706,0
63314,0
334585,0
247818,0
142062,0
113042,0
71741,0
296776,0
105143,0
57249,0
84751,1
352700,0
217744,0
331900,1
270237,0
353982,0
398961,0
86817,1
345055,0
142403,0
304130,0
218405,1
157968,0
330030,0
348879,0
10751,0
269686,1
368371,0
408,0
170156,0
316018,0
145816,0
110214,0
308390,0
260024,0
319601,1
41358,0
102976,1
68374,0
113191,0
119946,0
155745,0
317270,0
379180,0
9714,0
279398,0
309013,1
375034,0
268326,0
216807,0
62609,0
310359,0
176539,0
58419,0
342879,0
68122,0
195942,0
171893,0
100098,0
393812,0
224916,0
234311,0
312779,0
290042,0
141485,0
138442,0
286333,0
64737,0
31367,0
215208,0
188400,0
103393,0
338474,1
63236,0
337751,1
368300,1
291206,0
4340,0
151996,0
173669,0
23773,0
119718,0
29902,0
334956,0
277210,0
175111,0
245222,0
68285,0
201159,0
326855,0
19705,0
160755,1
204442,0
324040,0
337501,0
208022,0
233454,0
184106,1
30503,0
368316,0
359508,0
5024,0
273604,0
345607,0
119407,0
116724,0
157361,1
59296,0
387274,1
355935,0
7604,0
350517,0
205183,0
267347,0
201155,0
120806,0
152359,0
183404,0
399291,0
381605,0
215870,1
297544,0
351190,0
251589,0
307392,0
70260,0
156161,0
28359,0
93815,0
223744,0
75731,0
93763,0
22965,0
296067,0
239871,0
367297,0
286491,0
80194,0
242530,0
264168,1
314571,0
351491,0
60012,0
41692,0
8763,1
249236,0
51318,0
234362,0
186645,0
364882,0
325175,0
203189,0
6258,0
330718,0
301078,0
95305,0
342137,0
318979,0
336506,0
335045,0
126830,0
366913,0
127163,0
143318,0
29863,0
101662,0
223580,0
256999,0
316242,0
71350,0
376965,1
1407,0
385846,0
215358,0
143036,0
359433,0
75961,1
349541,0
78258,0
247971,0
379218,0
111182,1
126119,0
161737,0
73090,0
26827,0
228379,0
217403,1
394796,0
210975,0
387257,0
161826,0
113381,0
287420,0
397923,0
59385,0
359533,0
319175,1
392876,1
232590,0
97308,0
29969,0
176256,0
48151,0
64819,0
146996,0
97121,0
231870,0
238163,0
28440,0
238278,0
267133,0
131794,0
63562,0
127359,1
349554,0
283486,0
256776,0
221139,0
83008,0
78290,0
303198,0
94186,1
243402,0
303188,0
217054,0
243193,0
323786,0
238763,0
139406,0
336292,0
9961,0
177052,0
399187,0
210185,0
274193,0
15146,0
143988,1
127117,0
384854,1
69847,0
108326,0
116116,0
359009,0
52761,0
147282,0
259192,0
254063,0
17081,0
199967,0
28318,0
81124,1
14154,0
155380,0
105622,0
203674,0
195777,1
83583,0
228770,1
42670,1
312291,0
96865,0
350029,0
74505,0
308364,0
153124,0
282029,0
114185,0
113789,0
194656,0
234964,1
223365,0
391544,1
293796,0
281026,0
50403,0
148666,0
214213,0
218483,0
228436,0
40930,0
27833,0
309640,0
142936,0
50795,0
374650,0
27270,0
363974,0
78203,0
377279,0
89401,0
4805,0
133259,0
335260,0
229253,0
128919,0
47624,0
93424,0
135398,0
129140,0
267970,0
152222,0
60430,0
132778,0
194705,0
256198,0
150828,0
214766,0
155216,0
150015,0
233112,1
140300,0
21339,0
25789,0
159708,0
351021,0
217122,0
116703,0
318441,0
276035,0
154955,0
258098,1
218154,0
221618,1
48149,0
363562,0
108877,1
113212,0
32443,0
105558,0
184887,0
213220,0
49797,0
315617,0
318133,0
149061,0
386385,1
236217,0
154436,0
366048,0
341800,0
125534,0
355968,0
42012,0
326656,0
95867,0
272903,0
180293,0
64381,0
332078,0
6912,0
398833,0
339534,1
59214,0
105970,1
11978,0
291241,0
190474,0
154991,0
333986,0
231168,0
374799,0
210883,0
142052,0
249382,1
113581,0
29964,0
391036,0
382201,0
286800,0
300037,0
64352,1
327470,0
191010,0
359179,0
95978,0
372651,0
270280,0
166944,1
205449,0
283990,0
66391,1
158911,0
28690,1
213276,0
25075,0
294529,1
351067,0
318966,0
107896,0
231574,0
117309,0
314675,0
219686,0
327492,0
227690,0
115620,0
151580,0
51116,0
240266,0
292617,0
65441,0
221632,0
274047,0
351168,0
191265,0
88500,0
49356,0
98171,0
303546,0
89288,0
183183,0
239981,0
101054,1
68565,0
81378,0
125600,0
94695,0
391554,0
12088,0
171165,0
119272,0
5112,1
248475,0
154951,0
345820,0
51084,0
328679,0
277295,0
327966,0
31256,0
245997,0
211731,0
238822,0
259809,0
181620,0
265654,0
248850,0
197221,0
361930,0
111653,0
372820,0
93844,0
71189,0
58464,0
16760,0
309977,0
25038,0
315027,0
321279,0
256541,0
399831,1
368650,0
297959,0
251288,0
200735,0
13468,0
159206,0
283591,0
128676,0
177319,0
54114,0
92456,0
297051,0
372710,0
315817,0
385782,0
142236,0
270461,0
272708,0
251353,0
187224,0
36157,0
377247,0
53283,0
298347,0
350355,0
256525,0
259826,0
385161,0
184094,0
292444,0
265377,0
99573,0
363129,0
175668,0
387904,0
279346,1
160687,0
321917,0
50053,0
36578,0
163173,0
66568,0
255021,0
224136,0
295918,0
20520,0
382332,0
4077,0
81347,0
355928,0
370251,0
267928,0
305785,0
317673,0
123449,0
45411,0
371219,0
149491,0
94815,0
390822,0
324854,0
389746,0
254939,0
375469,0
129437,0
7888,0
115699,0
273080,0
26995,0
187590,0
245133,0
25401,0
4261,0
70078,0
339081,1
17234,1
51144,1
341750,0
263073,0
242265,0
153088,0
106283,0
225107,0
391709,0
244710,1
281930,0
269861,0
169953,0
289360,0
45392,0
355870,0
246828,0
206216,0
79979,0
180142,1
354076,1
333898,0
278780,0
287803,0
31919,0
78234,0
376251,0
370333,0
161397,0
42917,0
281520,0
134760,0
81126,0
249505,0
389951,0
126772,0
92551,0
383067,0
71595,0
242646,0
390133,0
251562,0
191500,0
338754,0
166204,0
188526,0
202212,0
212663,0
301893,0
240814,0
321029,1
51795,1
85593,0
215245,0
236442,1
64548,0
197825,0
55986,0
148722,0
182621,0
232407,0
283085,0
370172,0
20592,0
349396,0
284364,0
221378,0
315550,0
393939,0
353494,0
137186,0
324094,0
236040,0
169348,0
120262,0
176857,0
379252,0
9544,0
178413,0
55196,0
374657,0
3489,0
237827,0
394620,0
350689,0
257593,0
223368,0
19166,0
96903,0
311449,0
74029,0
320290,0
102761,0
249739,0
134043,0
310894,0
176456,0
120830,0
93442,0
97963,0
200472,0
230086,0
194617,0
16983,0
67185,0
370193,1
218166,0
281574,0
147020,0
194165,0
196199,0
99687,0
62421,0
359141,0
23032,0
184593,0
386801,0
186438,0
364641,0
247427,0
248028,0
175318,1
87372,0
15425,0
110792,0
338428,0
208552,0
231222,0
395923,0
129147,0
107409,0
269540,0
170351,0
114070,0
7973,0
158374,0
86576,1
148330,0
321432,0
336694,0
217143,0
113709,0
202489,0
248953,0
14819,0
343819,0
58797,0
140806,0
344062,0
1181,0
349567,0
231036,0
211201,0
101655,0
163977,0
325325,0
278959,0
186827,1
160889,0
371377,1
126341,0
364890,0
303541,0
243964,0
74548,0
104989,0
326586,0
86248,0
262504,0
41709,1
200583,0
292354,0
395504,0
11072,0
8073,0
271326,0
176894,0
8499,0
251114,0
116516,0
85404,0
294945,0
37377,0
377130,0
102695,0
225244,0
196596,0
159420,0
221087,0
362959,0
236203,0
102426,0
224987,0
274086,0
70066,0
238976,1
232091,0
379690,0
233838,0
322972,0
11510,0
160964,0
346382,0
231845,0
368823,0
279807,0
215013,0
9818,0
10218,1
185256,0
395222,0
159826,0
95435,0
12843,0
18090,0
33385,0
137180,0
9523,0
219878,0
41671,0
100202,0
55921,0
37935,0
29435,1
342988,0
46313,0
106656,0
233391,1
109438,0
140601,0
292726,0
204981,0
339507,0
168765,1
245694,0
74639,0
249958,0
100109,0
287307,0
82884,0
44075,0
282739,0
262212,0
336358,0
360850,0
116374,0
22233,0
117199,0
389702,0
325331,1
120311,0
53185,0
220745,0
259918,0
208121,0
257672,0
250212,0
320071,0
108630,0
104510,0
86498,0
18720,0
71699,0
247382,0
382935,0
230096,0
331421,0
72161,1
81535,0
20217,0
79986,0
145118,0
280342,0
261898,0
368754,0
51671,0
274479,0
254726,0
184001,0
187268,0
208546,0
207796,0
320800,0
80812,0
344737,0
289910,0
236908,0
355734,0
379163,1
321927,0
24873,0
399001,0
249248,0
275709,0
188214,0
123264,0
251785,0
83527,1
391134,0
7842,0
96178,0
167142,0
332728,0
295458,0
369084,0
273545,0
186107,0
123929,0
385942,0
164468,0
159124,0
320527,0
193568,0
264543,0
336860,0
380801,0
301892,1
289943,0
187025,0
215367,0
6776,0
77048,0
183407,0
125306,0
361914,0
62543,0
109620,0
77651,1
280151,0
318597,0
289202,0
53937,1
31435,0
386875,0
289735,0
93060,0
134978,0
225139,0
357901,1
361997,0
266981,0
286492,0
198343,0
266089,0
329137,0
1212,0
278865,0
251483,0
89874,0
271495,0
26821,0
240508,1
253881,0
274023,0
137233,0
186412,0
170240,0
63400,0
110315,0
143923,0
373678,0
339752,0
385770,0
240050,0
12309,0
153308,0
198999,0
84929,0
318765,1
224728,0
196022,0
74987,0
14372,0
74030,0
308991,0
42322,0
120613,1
69088,0
300288,0
278295,0
266567,0
76585,0
350435,0
99914,0
279462,0
150470,0
10211,0
26428,1
98475,0
190887,0
193397,0
224472,0
10759,0
374660,0
272835,1
364421,0
237921,0
262860,0
140342,0
215063,0
381074,0
225350,0
148195,0
338199,0
210796,0
306954,0
190995,0
157109,0
291341,0
210232,0
390540,0
